,매장명,주소,전화번호,위도,경도
375,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),1522-3232,37.516985,126.903387
376,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)",1522-3232,37.530023,126.92109
377,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동),1522-3232,37.525273,126.924668
378,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,1522-3232,37.538333,126.893612
379,영등포구청역,서울특별시 영등포구 국회대로 558 ,1522-3232,37.527623,126.895859
380,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",1522-3232,37.523128,126.885809
381,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가),1522-3232,37.5204239,126.9044460
382,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동),1522-3232,37.52640,126.92877
383,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가),1522-3232,37.533984,126.901156
384,불광역,서울특별시 은평구 통일로 715 ,1522-3232,37.6093820,126.9303971
385,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,1522-3232,37.639617,126.91881
386,연신내역사거리,서울특별시 은평구 통일로 842 (불광동),1522-3232,37.618620,126.922062
387,연신내,서울특별시 은평구 통일로 867 (갈현동),1522-3232,37.620417,126.919913
388,구파발역,서울특별시 은평구 진관2로 12,1522-3232,37.63446,126.918881
389,은평구청입구,서울특별시 은평구 은평로 170 (응암동),1522-3232,37.601042,126.926789
390,은평이마트,서울특별시 은평구 은평로 111 (응암동),1522-3232,37.60037923,126.9202735
391,구산역,서울특별시 은평구 연서로 146 (대조동),1522-3232,37.611745,126.917678
392,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동),1522-3232,37.5743289,126.9804590000005
393,혜화역,서울특별시 종로구 대학로12길 4 1~2층,1522-3232,37.5824779,127.0021850
394,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동),1522-3232,37.571759,126.972343
395,강북삼성병원,서울특별시 종로구 새문안로 29 (평동),1522-3232,37.568546,126.967560
396,종로평창동,서울특별시 종로구 평창12길 3 (평창동),1522-3232,37.606149,126.967213
397,광화문우체국,서울특별시 종로구 종로 6 (서린동),1522-3232,37.569854,126.978083
398,더종로R,서울특별시 종로구 종로 51 (종로2가),1522-3232,37.570804,126.983494
399,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,1522-3232,37.571432,126.961269
400,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동),1522-3232,37.574411,126.973571
401,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",1522-3232,37.572700,127.016072
402,종로구청,서울특별시 종로구 삼봉로 71 (수송동),1522-3232,37.572662,126.981138
403,북촌로,서울특별시 종로구 북촌로4길 23 (계동),1522-3232,37.579462,126.986431
404,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층,1522-3232,37.5714931,126.9807831
405,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,1522-3232,37.5696597,126.9748903
406,안국,서울특별시 종로구 북촌로 5-1 (재동),1522-3232,37.577338,126.985635
407,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동),1522-3232,37.585381,126.9817512
408,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워,1522-3232,37.5714,126.9788297
409,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",1522-3232,37.57520431,126.9739361
410,인사,서울특별시 종로구 인사동길 14 (인사동),1522-3232,37.5721293,126.98703490000002
411,영풍문고,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩,1522-3232,37.5695584,126.9821243
412,광화문R,서울특별시 종로구 세종대로 167 (세종로),1522-3232,37.5712293,126.9762872
413,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),1522-3232,37.582892,126.998392
414,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,1522-3232,37.57532212,126.9692494
415,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,1522-3232,37.57154914,126.998705
416,종각,서울특별시 종로구 종로 64 (종로2가),1522-3232,37.5699183,126.98452810000003
417,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동),1522-3232,37.582969,127.003876
418,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)",1522-3232,37.569058,126.986013
419,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",1522-3232,37.5771508,126.97274530000004
420,이마빌딩,서울특별시 종로구 종로1길 42 (수송동),1522-3232,37.5738637,126.97897149999994
421,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",1522-3232,37.58154296,127.0023412
422,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",1522-3232,37.5705527,126.9902055
423,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",1522-3232,37.576509,127.001449
424,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",1522-3232,37.575578,126.980581
425,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동),1522-3232,37.569385,126.988665
426,정동,서울특별시 종로구 새문안로 42 (신문로2가),1522-3232,37.568578,126.970067
427,종로플레이스,서울특별시 종로구 창경궁로 120 (인의동),1522-3232,37.57319,126.998309
428,강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동),1522-3232,37.568546,126.96756
429,동숭길입구,서울특별시 종로구 대학로 146 (혜화동),1522-3232,37.584236,127.002014
430,서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,1522-3232,37.57790,126.99965
431,서대문역,서울특별시 종로구 통일로 134 (평동),1522-3232,37.56670,126.96629
432,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가),1522-3232,37.561725,126.976838
433,을지로4가역,서울특별시 중구 을지로 170 (을지로4가),1522-3232,37.566682,126.997285
434,동대문두타,서울특별시 중구 장충단로 275 (을지로6가),1522-3232,37.56892512604548,127.00878383484597
435,대한상공회의소R,서울특별시 중구 세종대로 39 상공회의소회관 1층,1522-3232,37.560938,126.973702
436,명동센트럴,서울특별시 중구 명동9길 16 (명동1가),1522-3232,37.564669,126.985233
437,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가),1522-3232,37.5665160,127.0062376
438,동국대,서울특별시 중구 서애로 1길 11,1522-3232,37.561542,126.998437
439,신세계본점5F,서울특별시 중구 소공로 63 (충무로1가),1522-3232,37.560951,126.981134
440,을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가),1522-3232,37.566479,126.983663
441,대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가),1522-3232,37.556781,126.975081
442,동대문공원,서울특별시 중구 장충단로 229 (광희동1가),1522-3232,37.565133,127.007191
443,을지로국제빌딩,서울특별시 중구 남대문로 109 (다동),1522-3232,37.566952,126.982219
444,동대입구역,서울특별시 중구 장충단로 166 (장충동1가),1522-3232,37.559593,127.006142
445,신당역사거리,서울특별시 중구 다산로 258 (흥인동),1522-3232,37.565807,127.016430
446,연세세브란스,서울특별시 중구 통일로 10 (남대문로5가),1522-3232,37.557207,126.973540
447,회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,1522-3232,37.5589809,126.98074670000005
448,을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,1522-3232,37.567172,126.983156
449,을지로2가,서울특별시 중구 삼일대로 358 (을지로2가),1522-3232,37.566347,126.988066
450,신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가),1522-3232,37.560381,126.980758
451,서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,1522-3232,37.561678,126.982117
452,한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가),1522-3232,37.567381,126.977859
453,명동중앙로,서울특별시 중구 명동길 60 (명동 2가),1522-3232,37.5637485,126.9857723
454,약수역,서울특별시 중구 다산로 129 (신당동),1522-3232,37.555437,127.0107253
455,중구저동,서울특별시 중구 수표로 34 (저동2가),1522-3232,37.5643686,126.9903382
456,명동길,서울특별시 중구 명동10길 41,1522-3232,37.5620695,126.9858669
457,소공로북창,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩,1522-3232,37.5636856,126.9789237
458,서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,1522-3232,37.563006,126.974546
459,신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",1522-3232,37.565522,127.014554
460,명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,1522-3232,37.565118,126.983681
461,숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)",1522-3232,37.55874473,126.9730952
462,순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)",1522-3232,37.560072,126.971931
463,대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층",1522-3232,37.56105065,126.9952735
464,환구단,서울특별시 중구 소공로 112 (소공동),1522-3232,37.564448,126.979157
465,무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,1522-3232,37.56781712,126.978738
466,문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,1522-3232,37.56712291,126.9686642
467,태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",1522-3232,37.56248285,126.9767928
468,퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",1522-3232,37.56132157,126.9730264
469,남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",1522-3232,37.55853622,126.9754585
470,황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,1522-3232,37.57124,127.022905
471,서소문,서울특별시 중구 서소문로 130 (서소문동),1522-3232,37.5633773,126.97551290000001
472,을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층,1522-3232,37.566902,126.984707
473,소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",1522-3232,37.5637273,126.98076809999998
474,서소문배재,서울특별시 중구 서소문로 99 (서소문동),1522-3232,37.5628481,126.97216639999999
475,을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",1522-3232,37.565722,126.98329
476,KG타워,서울특별시 중구 통일로 92 (순화동) KG타워,1522-3232,37.563528,126.969144
477,시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",1522-3232,37.566290,126.979808
478,시청플러스,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",1522-3232,37.566338,126.980055
479,충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)",1522-3232,37.561499,126.993864
480,명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",1522-3232,37.560832,126.983095
481,명동입구,서울특별시 중구 남대문로 68-1 (명동2가),1522-3232,37.563319,126.982242
482,무교로,서울특별시 중구 무교로 15 (무교동),1522-3232,37.567399,126.978900
483,숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가),1522-3232,37.5581293,126.9742637
484,레스케이프호텔,서울특별시 중구 퇴계로 67 (회현동1가),1522-3232,37.5598346,126.9794946
485,별다방,서울특별시 중구 퇴계로 100 (회현동2가),1522-3232,37.5602013,126.9829327
486,포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가),1522-3232,37.5657211,126.9893426
487,명동남산,서울특별시 중구 퇴계로 132 (남산동3가),1522-3232,37.560809,126.986397
488,명일역,서울특별시 강동구 양재대로 1647 (명일동),1522-3232,37.552580,127.143799
489,강동구청DT,서울특별시 강동구 성내로 32 (성내동),1522-3232,37.529437,127.123835
490,강동암사DT,서울특별시 강동구 고덕로 43 (암사동),1522-3232,37.555054,127.130065
491,굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",1522-3232,37.545403,127.143101
492,강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",1522-3232,37.536047,127.133086
493,둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,1522-3232,37.522724,127.133943
494,천호로데오,서울특별시 강동구 천호대로 1037 (천호동),1522-3232,37.5378069,127.12730940000006
495,천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,1522-3232,37.538933,127.125214
496,길동역,서울특별시 강동구 양재대로 1487 (길동),1522-3232,37.5387433,127.1399879
497,상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",1522-3232,37.5507989598659,127.174104292142
498,천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",1522-3232,37.53795191,127.1245793
499,명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,1522-3232,37.553991,127.155984
500,상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",1522-3232,37.55754181615496,127.17072672474717
501,천호사거리,서울특별시 강동구 올림픽로 651 ,1522-3232,37.539702,127.123542
502,올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동),1522-3232,37.5241832,127.1286775
503,천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스,1522-3232,37.534651,127.137210
504,신도림,서울특별시 구로구 경인로 610 (신도림동),1522-3232,37.505517,126.883953
505,구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동),1522-3232,37.483432,126.896480
506,오류동역,서울특별시 구로구 경인로 216 (오류동),1522-3232,37.4962155,126.8448614
507,구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",1522-3232,37.485911,126.895587
508,드림마크원,"서울특별시 구로구 디지털로31길 61, 드림마크원데이터센타 1층 (구로동)",1522-3232,37.48587904,126.8916127
509,구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",1522-3232,37.48448329,126.8944957
510,구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",1522-3232,37.481618,126.893136
511,현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동),1522-3232,37.508636,126.889225
512,구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",1522-3232,37.4831293,126.89885909999998
513,현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동),1522-3232,37.508828,126.889488
514,구로고척,서울특별시 구로구 경인로 387 (고척동),1522-3232,37.49706,126.86315
515,구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,1522-3232,37.501219,126.882798
516,답십리역,서울특별시 동대문구 천호대로 263 (답십리동),1522-3232,37.568466,127.051106
517,경희대삼거리,서울특별시 동대문구 회기로 141 (회기동),1522-3232,37.591531,127.052017
518,외대정문,서울특별시 동대문구 이문로 93 (이문동),1522-3232,37.5953464,127.0590302
519,신설동역,서울특별시 동대문구 왕산로 19 (신설동),1522-3232,37.5767228,127.0255446
520,회기역사거리,서울특별시 동대문구 이문로 37 (회기동),1522-3232,37.590784,127.056098
521,외대,서울특별시 동대문구 휘경로 12-1 (이문동),1522-3232,37.59575188,127.0614002
522,장한평역,서울특별시 동대문구 장한로 10 (장안동),1522-3232,37.562337,127.065511
523,경희대,서울특별시 동대문구 경희대로 16-1 (회기동),1522-3232,37.5928812,127.05280849999997
524,청량리역사,서울특별시 동대문구 왕산로 214 (전농동),1522-3232,37.57945,127.04785
525,서울숲역,서울특별시 성동구 왕십리로50 1층 일부,1522-3232,37.542075,127.044961
526,금호역,서울특별시 성동구 동호로 99 ,1522-3232,37.5479939,127.0153343
527,뚝섬역,서울특별시 성동구 아차산로 42 (성수동1가),1522-3232,37.546432,127.049042
528,황학사거리,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",1522-3232,37.567644,127.023697
529,성수역,서울특별시 성동구 성수이로 94 (성수동2가),1522-3232,37.543193,127.056943
530,상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동),1522-3232,37.565169,127.027907
531,왕십리역,서울특별시 성동구 왕십리로 326 (도선동),1522-3232,37.5627541,127.0339072
532,한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",1522-3232,37.55726984,127.0421649
533,엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동),1522-3232,37.56175811,127.0383328
534,성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점,1522-3232,37.5396996,127.0530083
535,옥수,서울특별시 성동구 독서당로 202 (옥수동),1522-3232,37.5430298,127.0133661
536,성수낙낙,서울시 성동구 광나루로8길 31 성수SKV1 2동 1층 101~107호,1522-3232,37.547326,127.066367
537,효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",1522-3232,37.539305,126.963060
538,서울역서부,서울특별시 용산구 만리재로 202 (서계동),1522-3232,37.555165,126.968446
539,이태원역,서울특별시 용산구 이태원로 188 (이태원동),1522-3232,37.534273,126.994789
540,한강진역R,서울특별시 용산구 이태원로 252 (한남동),1522-3232,37.537131,127.000980
541,용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",1522-3232,37.527586,126.965401
542,이촌,서울특별시 용산구 이촌로 276 (이촌동),1522-3232,37.518605,126.977271
543,신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",1522-3232,37.528702,126.966757
544,용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",1522-3232,37.523818,126.970389
545,남영동,서울특별시 용산구 한강대로 275 (갈월동),1522-3232,37.542831,126.972242
546,한남동R,서울특별시 용산구 독서당로 94 (한남동),1522-3232,37.53485,127.010919
547,서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,1522-3232,37.551102,126.988317
548,서울역동자동,서울특별시 용산구 한강대로 372 (동자동),1522-3232,37.551752,126.972694
549,순천향입구,서울특별시 용산구 대사관로 67 (한남동),1522-3232,37.533394,127.00563
550,숙대,서울특별시 용산구 청파로47길 57 (청파동3가),1522-3232,37.54460479,126.9672252
551,동빙고,서울특별시 용산구 장문로 12 (동빙고동),1522-3232,37.5289857,126.991782
552,숙대입구역,서울특별시 용산구 한강대로 291 (갈월동),1522-3232,37.544118,126.971891
553,용산아이파크몰,서울특별시 용산구 한강대로23길 55,1522-3232,37.5288539,126.96404469999993
554,동부이촌동,서울특별시 용산구 이촌로 198 (이촌동),1522-3232,37.52111,126.96905
555,용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가),1522-3232,37.5258562,126.9676442
556,서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호,1522-3232,37.55415699928705,126.97179361292846
557,용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",1522-3232,37.538571,126.967409
558,상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",1522-3232,37.597842,127.092509
559,중랑역,서울특별시 중랑구 망우로30길 3 (상봉동),1522-3232,37.5930326,127.07473579999998
560,중랑구청,서울특별시 중랑구 신내로 72,1522-3232,37.60538908,127.0957558
561,사가정역,서울특별시 중랑구 면목로 310,1522-3232,37.579594,127.087966
562,상봉역,서울특별시 중랑구 망우로 307 (상봉동),1522-3232,37.59689,127.08647
563,묵동이마트,"서울특별시 중랑구 동일로 932 (묵동, 묵동자이아파트) (묵동이마트 B1층)",1522-3232,37.613433,127.077484
564,묵동,서울특별시 중랑구 동일로 952 ,1522-3232,37.615368,127.076633
565,중화역,"서울특별시 중랑구 봉화산로 35 1,2층",1522-3232,37.60170912407773,127.07841136432036
